trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1801,False,"{'a': 0.002, 'e': 0.02732372244729256}",20,0,31.19835407805143,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1802,False,"{'a': 0.002, 'e': 0.027269129613429453}",30,18,8.614589125071115,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1803,False,"{'a': 0.002, 'e': 0.027214645856121145}",30,14,19.505524949962346,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1804,False,"{'a': 0.002, 'e': 0.027160270957432564}",20,0,31.273376091319722,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1805,False,"{'a': 0.002, 'e': 0.027106004699864013}",25,14,19.566016259063392,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.002, 'e': 0.027051846866350416}",25,14,24.00707109783304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1807,False,"{'a': 0.002, 'e': 0.02699779724026034}",20,12,13.605411623865944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.002, 'e': 0.026943855605395233}",20,0,27.153729770387976,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.002, 'e': 0.026890021745988462}",25,8,26.20527288697186,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.002, 'e': 0.02683629544670454}",25,17,13.580563906894326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.002, 'e': 0.026782676492638175}",20,12,14.679375522503346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1812,False,"{'a': 0.002, 'e': 0.0267291646693135}",20,13,13.361442454379475,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.002, 'e': 0.026675759762683132}",20,1,29.940078594894565,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1814,False,"{'a': 0.002, 'e': 0.026622461559127397}",25,15,16.9002941755671,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.002, 'e': 0.02656926984545338}",25,20,9.911459580329891,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.002, 'e': 0.02651618440889418}",25,2,40.835998984786755,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.002, 'e': 0.026463205037107963}",20,10,12.16200397371309,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1818,False,"{'a': 0.002, 'e': 0.026410331518177187}",20,0,30.205773862188757,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1819,False,"{'a': 0.002, 'e': 0.02635756364060769}",25,17,13.263090963458373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.002, 'e': 0.026304901193327908}",20,12,13.879392006103167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.002, 'e': 0.02625234396568796}",20,2,27.34470872624543,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1822,False,"{'a': 0.002, 'e': 0.02619989174745889}",25,14,19.116037961030543,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.002, 'e': 0.026147544328831734}",20,12,13.445102034699289,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.002, 'e': 0.026095301500416765}",25,15,18.740714680520583,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.002, 'e': 0.02604316305324258}",30,10,34.57864015991575,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.002, 'e': 0.025991128778755347}",20,12,14.715884720030129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.002, 'e': 0.02593919846881787}",25,8,25.557868279245152,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.002, 'e': 0.025887371915708866}",35,20,23.85932343647384,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.002, 'e': 0.025835648912122026}",25,16,15.011970439738334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.002, 'e': 0.0257840292511653}",25,13,11.625627606402965,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1831,False,"{'a': 0.002, 'e': 0.02573251272635994}",30,4,36.227892103748076,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.002, 'e': 0.025681099131639813}",20,11,16.634528112665524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1833,False,"{'a': 0.002, 'e': 0.02562978826135044}",20,7,17.45828197687999,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1834,False,"{'a': 0.002, 'e': 0.025578579910248294}",20,0,31.90316189692815,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1835,False,"{'a': 0.002, 'e': 0.025527473873499885}",20,12,14.739753643226718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.002, 'e': 0.025476469946681016}",30,0,-6.683499012361716,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1837,False,"{'a': 0.002, 'e': 0.025425567925775893}",20,15,7.2307576308684425,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1838,False,"{'a': 0.002, 'e': 0.025374767607176385}",30,18,19.05983036541858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.002, 'e': 0.025324068787681127}",20,10,22.002817500771638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1840,False,"{'a': 0.002, 'e': 0.025273471264494796}",20,14,11.183071850132801,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.002, 'e': 0.025222974835227212}",30,20,19.598076822214665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.002, 'e': 0.025172579297892607}",30,0,38.46751361951429,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1843,False,"{'a': 0.002, 'e': 0.02512228445090875}",25,0,28.188790583865433,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1844,False,"{'a': 0.002, 'e': 0.025072090093096203}",20,6,21.172499697964902,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.002, 'e': 0.025021996023677443}",30,13,6.742875724263746,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1846,False,"{'a': 0.002, 'e': 0.024972002042276155}",20,0,30.45722449215796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1847,False,"{'a': 0.002, 'e': 0.02492210794891632}",30,13,35.63322042594853,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1848,False,"{'a': 0.002, 'e': 0.024872313544021522}",30,17,23.895727776546266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.002, 'e': 0.02482261862841405}",25,11,25.09585694511089,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.002, 'e': 0.0247730230033142}",20,12,16.58944008251812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.002, 'e': 0.024723526470339388}",20,10,19.26551249228863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.002, 'e': 0.02467412883150343}",25,19,13.349282999559902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.002, 'e': 0.024624829889215685}",25,13,20.89762256533705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.002, 'e': 0.02457562944628034}",25,14,17.07978857336218,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.002, 'e': 0.024526527305895537}",25,11,15.063436995901306,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1856,False,"{'a': 0.002, 'e': 0.02447752327165267}",25,9,29.727690991722962,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.002, 'e': 0.024428617147535518}",25,10,28.456622153964098,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.002, 'e': 0.024379808737919537}",30,4,48.29983547541676,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.002, 'e': 0.024331097847571002}",25,6,29.31908924778939,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.002, 'e': 0.02428248428164631}",25,0,37.73227445277728,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1861,False,"{'a': 0.002, 'e': 0.024233967845691113}",20,6,20.94297990125825,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.002, 'e': 0.02418554834563962}",20,13,13.85937060118261,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1863,False,"{'a': 0.002, 'e': 0.024137225587813747}",30,15,24.757415044718606,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.002, 'e': 0.024088999378922418}",25,5,36.94990011296447,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1865,False,"{'a': 0.002, 'e': 0.024040869526060712}",30,17,22.238007318109386,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.002, 'e': 0.023992835836709175}",25,14,20.332384284723226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.002, 'e': 0.023944898118732967}",20,3,32.948128862860976,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.002, 'e': 0.023897056180381168}",25,2,33.7256632558889,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1869,False,"{'a': 0.002, 'e': 0.023849309830285947}",20,0,32.058575504838686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1870,False,"{'a': 0.002, 'e': 0.023801658877461853}",20,12,14.37237624992896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1871,False,"{'a': 0.002, 'e': 0.023754103131304997}",25,2,37.657188400320486,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.002, 'e': 0.023706642401592346}",20,12,12.73769384485415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.002, 'e': 0.0236592764984809}",20,15,8.461785525237955,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1874,False,"{'a': 0.002, 'e': 0.023612005232507005}",20,11,18.12523632746925,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.002, 'e': 0.02356482841458551}",30,2,44.150759298393055,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.002, 'e': 0.023517745856009107}",20,0,16.293970635662927,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1877,False,"{'a': 0.002, 'e': 0.023470757368447476}",25,17,13.858808178625505,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1878,False,"{'a': 0.002, 'e': 0.023423862763946618}",20,15,9.034577526278488,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.002, 'e': 0.023377061854928043}",30,0,45.08612158519437,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1880,False,"{'a': 0.002, 'e': 0.023330354454188063}",20,10,17.69429849619837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1881,False,"{'a': 0.002, 'e': 0.023283740374897}",25,11,23.154717341233592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.002, 'e': 0.023237219430598487}",25,4,33.51007288214008,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.002, 'e': 0.023190791435208673}",25,11,24.471617902035717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.002, 'e': 0.023144456203015532}",25,8,32.237768675627834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.002, 'e': 0.02309821354867805}",25,14,17.115958769399313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.002, 'e': 0.02305206328722557}",20,8,21.82983285677129,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.002, 'e': 0.023006005234056964}",20,13,14.192563828036473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.002, 'e': 0.022960039204939983}",20,12,14.880990545641676,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.002, 'e': 0.022914165016010422}",20,0,31.26133576092342,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1890,False,"{'a': 0.002, 'e': 0.022868382483771488}",25,13,21.062118466745616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.002, 'e': 0.02282269142509297}",20,4,-13.267227175668975,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1892,False,"{'a': 0.002, 'e': 0.022777091657210594}",20,0,27.532103834123586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1893,False,"{'a': 0.002, 'e': 0.022731582997725205}",20,0,25.36324910413613,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1894,False,"{'a': 0.002, 'e': 0.022686165264602126}",20,0,28.113607823253982,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1895,False,"{'a': 0.002, 'e': 0.022640838276170343}",25,3,39.990134313532835,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.002, 'e': 0.022595601851121864}",25,0,38.1074399476593,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1897,False,"{'a': 0.002, 'e': 0.022550455808510905}",30,8,33.99491129658068,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.002, 'e': 0.02250539996775326}",25,0,16.900848296494058,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1899,False,"{'a': 0.002, 'e': 0.02246043414862548}",30,12,20.000125397612543,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.002, 'e': 0.022415558171264255}",20,6,23.392374798178462,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1901,False,"{'a': 0.002, 'e': 0.02237077185616559}",25,15,15.215136407844037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.002, 'e': 0.022326075024184187}",25,2,38.46393211573248,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.002, 'e': 0.02228146749653264}",20,6,26.8425193150261,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.002, 'e': 0.0222369490947808}",20,11,15.764255144591216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.002, 'e': 0.022192519640854974}",20,0,30.84753436265092,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1906,False,"{'a': 0.002, 'e': 0.022148178957037315}",20,13,15.063739157078249,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1907,False,"{'a': 0.002, 'e': 0.022103926865965004}",20,12,16.04900877968003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1908,False,"{'a': 0.002, 'e': 0.022059763190629637}",30,21,16.21364162491204,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.002, 'e': 0.02201568775437644}",25,20,8.007447666390595,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.002, 'e': 0.021971700380903618}",25,14,20.512931533853482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1911,False,"{'a': 0.002, 'e': 0.02192780089426161}",25,0,30.693698573887758,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.002, 'e': 0.021883989118852424}",20,6,23.227120434568395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.002, 'e': 0.021840264879428885}",20,9,19.424736894820334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.002, 'e': 0.02179662800109399}",20,16,8.680440665151053,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1915,False,"{'a': 0.002, 'e': 0.021753078309300157}",30,0,40.11017016858956,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1916,False,"{'a': 0.002, 'e': 0.02170961562984857}",25,12,21.833179116666862,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.002, 'e': 0.02166623978888844}",30,19,20.5339756079588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.002, 'e': 0.021622950612916365}",25,0,36.883977344681554,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1919,False,"{'a': 0.002, 'e': 0.021579747928775563}",20,10,15.001454229594033,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1920,False,"{'a': 0.002, 'e': 0.02153663156365526}",25,15,19.38046526813541,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.002, 'e': 0.021493601345089923}",20,0,29.212643826529153,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1922,False,"{'a': 0.002, 'e': 0.021450657100958614}",25,7,30.53117632280806,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.002, 'e': 0.021407798659484324}",30,15,27.95034009369637,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1924,False,"{'a': 0.002, 'e': 0.021365025849233204}",20,8,22.352168641928177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.002, 'e': 0.02132233849911398}",25,17,10.79120844216044,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.002, 'e': 0.02127973643837717}",20,11,13.01317902836993,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.002, 'e': 0.021237219496614494}",20,0,20.157966519392723,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1928,False,"{'a': 0.002, 'e': 0.02119478750375811}",20,14,-9.48931020346295,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1929,False,"{'a': 0.002, 'e': 0.021152440290080017}",20,13,11.186836286933746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.002, 'e': 0.021110177686191275}",25,13,21.175656368620984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.002, 'e': 0.021067999523041434}",20,5,29.788867846873828,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.002, 'e': 0.021025905631917766}",25,20,9.337971827188102,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.002, 'e': 0.02098389584444467}",25,9,0.9630182261158104,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1934,False,"{'a': 0.002, 'e': 0.02094196999258292}",25,13,23.724608411924144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.002, 'e': 0.020900127908629072}",20,8,21.87328204933596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.002, 'e': 0.02085836942521472}",30,17,21.875769305712335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1937,False,"{'a': 0.002, 'e': 0.020816694375305884}",25,17,14.01969343331908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1938,False,"{'a': 0.002, 'e': 0.020775102592202298}",20,12,15.18232849865697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.002, 'e': 0.02073359390953679}",20,3,23.09911998035249,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1940,False,"{'a': 0.002, 'e': 0.020692168161274557}",20,12,16.84634307349827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1941,False,"{'a': 0.002, 'e': 0.020650825181712566}",20,4,27.642240549716654,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1942,False,"{'a': 0.002, 'e': 0.020609564805478826}",20,12,14.0393723082107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1943,False,"{'a': 0.002, 'e': 0.0205683868675318}",20,4,29.869290768893926,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1944,False,"{'a': 0.002, 'e': 0.02052729120315966}",20,9,8.60191031130192,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1945,False,"{'a': 0.002, 'e': 0.020486277647979705}",20,10,19.609952250868762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1946,False,"{'a': 0.002, 'e': 0.020445346037937653}",20,10,17.872215661912985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1947,False,"{'a': 0.002, 'e': 0.02040449620930702}",20,9,20.557573433362773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1948,False,"{'a': 0.002, 'e': 0.020363727998688425}",20,8,22.153877330139785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1949,False,"{'a': 0.002, 'e': 0.020323041243008984}",20,5,26.78397754502541,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.002, 'e': 0.0202824357795216}",30,4,44.15784078751037,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1951,False,"{'a': 0.002, 'e': 0.02024191144580439}",30,0,41.656880986757216,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1952,False,"{'a': 0.002, 'e': 0.020201468079759942}",30,14,23.306008495261946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1953,False,"{'a': 0.002, 'e': 0.02016110551961476}",20,16,7.352610174100443,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1954,False,"{'a': 0.002, 'e': 0.020120823603918526}",20,11,14.552038608990001,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.002, 'e': 0.020080622171543543}",25,8,28.160264305327964,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1956,False,"{'a': 0.002, 'e': 0.020040501061684014}",20,13,12.538861367216539,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1957,False,"{'a': 0.002, 'e': 0.02000046011385546}",25,17,16.31009364804681,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.002, 'e': 0.01996049916789402}",20,9,20.555628116521557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.002, 'e': 0.019920618063955876}",30,13,31.355712094136752,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.002, 'e': 0.01988081664251654}",25,11,31.933644398591493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1961,False,"{'a': 0.002, 'e': 0.019841094744370288}",25,14,10.580844038218855,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1962,False,"{'a': 0.002, 'e': 0.019801452210629462}",20,12,16.132545004448467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1963,False,"{'a': 0.002, 'e': 0.019761888882723885}",30,7,38.70336832062739,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1964,False,"{'a': 0.002, 'e': 0.019722404602400184}",20,13,16.450222053240594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1965,False,"{'a': 0.002, 'e': 0.019682999211721196}",25,13,11.817243169374489,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1966,False,"{'a': 0.002, 'e': 0.019643672553065292}",20,14,12.333101318310506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1967,False,"{'a': 0.002, 'e': 0.0196044244691258}",25,7,31.159072963076504,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.002, 'e': 0.019565254802910312}",25,5,34.400846271184534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1969,False,"{'a': 0.002, 'e': 0.019526163397740135}",20,16,5.675799232158905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1970,False,"{'a': 0.002, 'e': 0.01948715009724957}",30,14,27.37567315604922,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.002, 'e': 0.01944821474538539}",20,6,25.450813548595992,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1972,False,"{'a': 0.002, 'e': 0.019409357186406115}",25,13,20.174550360370866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1973,False,"{'a': 0.002, 'e': 0.01937057726488147}",25,13,13.329152383978249,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1974,False,"{'a': 0.002, 'e': 0.019331874825691705}",20,11,15.891170200015555,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'a': 0.002, 'e': 0.019293249714027027}",20,6,26.149311229634893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.002, 'e': 0.01925470177538692}",25,18,13.30538528785584,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.002, 'e': 0.019216230855579598}",20,7,21.629350694646188,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.002, 'e': 0.01917783680072131}",25,0,28.81430879027245,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1979,False,"{'a': 0.002, 'e': 0.019139519457235805}",20,15,12.183885158046131,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.002, 'e': 0.019101278671853638}",20,13,10.66284942655286,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.002, 'e': 0.019063114291611637}",25,0,39.96917043726106,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'a': 0.002, 'e': 0.01902502616385221}",30,19,20.583214564145194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.002, 'e': 0.018987014136222814}",25,19,12.648901741066007,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
